date,content,fireworks_deepseek-chat_labels
6/15/21 2:43,Will never do business again! Wrong order,Order Accuracy
10/6/21 22:37,"Not smooth. First joined app and the company sent a code for first order, but the app wouldn't take it. Called customer service and they told me internet was the problem while everything else was working.",App Bugs / Payment Issue
5/23/20 23:52,This app/or backend platform just sucks! It constantly hangs at payment and my card gets charged but the order is canceled. Or I have issues with the app and cancel my order only to have it delivered anyway but I've gone out and picked up the order myself. Never have I gotten a refund despite numerous calls. Dropped this completely and use Doordash where I get prompt response any time I've had an issue. Most issues have been the restaurant's fault. I wish I could give it zero stars it deserves.,App Bugs / Payment Issue
6/5/21 0:02,Someone got into my account and started making support tickets or someone's trying to scam me by sending fake support tickets get better security,App Bugs / Payment Issue
9/11/20 0:21,Twice had missing items from my order. Ask for refund and never got it.,Order Accuracy
12/2/20 2:46,"Promised 20% discount, never got it. Have had multiple problems with missing items.",Order Accuracy
12/17/23 15:58,"FEES, SERVICE FEES,TAXES,TIPS ALL THESE FEES RESTAURANT HAVE IS COMING TO BE MORE THAN THE FOOD ITSELF. IMA MAKE SURE THE CUSTOMERS ARE AWARE OF THIS AND ENCOURAGE SOMEONE ELSE TO START A DELIVERY APP WITH ALOT LESS FEES FROM THE RESTAURANTS.",Price / Cost Complaint
11/7/22 12:59,Areas of delivery are too limited to be effective,Delivery Issue
9/5/21 10:06,"I made a purchase last week on grub hub, and the driver kept my food already payed for never delivered, customer support does not take the complaint, does not even care about offering a refund, this app turned into a complete scam, all they care Is about having payment entered, and not bother to care if the food is even delivered . COMPLETE SCAM OF AN APP AT THIS POINT! Pass it on so more people aren't robbed by grub hub no professionalism what's so ever.",Delivery Issue
10/13/22 5:19,"Signed up during the free prime day event and today is the first time, and likely the last, I will use it. Horrible experience, worse customer service! They kept canceling my order, once 2 hours after I ordered and only 20 minutes before it was to be delivered. They kept blaming the restaurant but funny enough, the restaurant called me within 3 minutes of grubhub calling and wanted to know why order was canceled right when they were ready to make it, said no problem on their end, it's grubhub.",Customer Support Experience
1/3/21 23:12,My service was horrible I never got a got a good experience,Others
5/6/21 3:50,ordered 83 worth of food waited for 45 minutes canceled my order without me doing it and then just said oh to bad you have to wait a week for the money to be returned here's a 5$ discount for ur next order emediatley deleted this app and will never ever use it again easily the worst all time app DONT USE THIS APP,App Bugs / Payment Issue
8/7/20 10:29,The service is garbage. They list restaurants as if they deliver to you address but they don't deliver to your address. Then they let you wait hours before they tell you and cancel your order. To hell with them,Delivery Issue
12/23/21 1:39,"Orders delivered to wrong locations, canceled orders, cold when delivered. Horrible horrible service, been cussed at by a rude driver.",Delivery Issue
7/10/23 6:24,4th time using this app and after 2 hours 4th time never got food...total I think I have about 45 bucks as vouchers I was sent as a sorry back from all 4 times...but what am I to do with it when I never can get an order delivered????smh..,Delivery Issue
8/25/22 18:11,"Worlds worst customer service. My account was hacked by some guy who's address is in NY. I live on the entire other side 0f the US. I contacted them, let them know, and they said to wait up to 48 hours and I would be contacted. It's been 48 hours and I still haven't heard anything so I reached out again. Now I'm told to wait another 48 hours. I asked if I could contact the ""investigation"" team, and I was told no. There is no way to talk to them. So neat.",Customer Support Experience
1/27/21 1:50,"This app is a joke... Every time I order it is a normal wait time then all the sudden, it becomes a two hour wait time after you have ordered.. And when you try to cancel there is no way to cancel an order. Then you wait two hours and someone calls you and tells you the restaurant is closed or worse yet you don't get a call at all and food never shows up... I never have these problems with doordash so it must be this garbage company...",Delivery Issue
3/14/21 0:44,"Last step delivery needs training, often drivers are too frustrated to enter my complex the and they leave food outside of the building. More often they will just set the food outside my door ding dong and ditch, with the delays on the GrubHub app and how quiet and little effort these guys put into getting attention of the house no wonder why so many of my orders come in cold or late/missing",Delivery Issue
7/8/20 1:05,Down loaded it placed order said there was an error yet still took money of my card!!! Called bank got refunded. Horrible app!,App Bugs / Payment Issue
12/19/21 3:49,often delivered by a foreigner an can't understand what they say,Others
7/19/20 1:17,"It tell one delivery fee at top of order but in total charges section at checkout, its a different number. Not paying 20 bucks for a 6 dollar burger.",Price / Cost Complaint
2/13/21 19:35,They will let you order and take your money and the restaurant won't deliver and they make you jump through a bunch of Hoops to get your money back they are scamming people to the tune of hundreds of thousands and think people won't complain,App Bugs / Payment Issue
9/27/20 4:26,Placed an order and waited almost 2 hours. The delivery time kept getting pushed back further and further and then I got a text saying something went wrong and my order was canceled. Its now 9:30pm and I have a hungry kid. My husband now has to go find somewhere that is still open this late. Not a good first experience with Grubhub.,Delivery Issue
10/19/21 5:53,The app is slow and crashes when I try to check out..,App Bugs / Payment Issue
9/11/23 14:07,"Had such huge difficulty placing my order, it was canceled twice, then the bank thought my card was hacked and froze my card.",App Bugs / Payment Issue
6/2/20 17:38,"Thieves- I had an order canceled by a restaurant and was promised a refund by scubhub. Never received it. Contacted them twice after waiting about 3 weeks to give them tine to get it done. Was promised that a supervisor would contact me on bith occasions, but no ine ever did. I learned a $34 lesson. NEVER again.",Customer Support Experience
