date,content,score,userName,app,platform,Label 1 (Kenneth),Label 2 (Ben),Label 3 (Sahil)
9/26/20 3:28,"Kept adding hours to my delivery time it's up 3 times first one a whole hour the second 15 mins the third was another 15 mins just tacked on, I had 2 drivers pop up on the tracker, none where in the spot on the map that they should of been unless they were sitting stationary, worst food delivery app on the play store and that's facts.",1,silvano lopez,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/13/20 2:04,"They don't vet their drivers well enough. A lot of their drivers do multiple apps at once, pickup your food and then drive all over town before delivering to you. It's often lukewarm at best when it gets to you an hour late.",1,Craig Chrisman,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/14/20 1:10,"Falsely advertised a $10 off $30 perk for a non-particpating restaurant and I tried to work it out with them, they gave me $5 off after over an hour of being on their chat. Not worth it. Used to be my favorite app., has lost integrity",1,Mary Turner,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Payment / App Bugs
5/22/20 21:55,"App sucks,customer service is the worst. Expect cold food, overpriced and mistakes.",1,Andrew P,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
7/3/20 3:07,App unusable after last update. Agreement pop up at the end prevents from placing the final order,1,Anvesh Jhuboo,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
2/5/21 1:41,Terrible had to place 2 orders for something that seriously could have been avoided.uoi,1,Jordan Jones,Grubhub,Google Play,Others,Others,Others
9/29/20 22:57,Worst dilvery service ever. Have these guys the benifit of the dought and they failed me twice driver got lost and did not even make it to pick up my order from resturant and the next time pick up food and didnt deliver it,1,None Ya,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
3/16/22 1:06,always mess my order up somehow...,1,MJ Wood,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
1/19/23 23:52,Can't report anything now through the app. Keeps saying my wifi is problem yet I can place orders just fine. They are doing this so you can't report late deliveries to have them honor their guarantee.,1,Brett Light,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
6/29/20 18:17,Keeps canceling order,1,Shaquille Alston,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
5/17/20 3:31,They are garbage. They are trying to steal money from orders that were canceled and dont want to refund peoples money. I have been waiting for over a week for my refunds. Cant understand anyone in the company either.,1,cody gross,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
11/28/20 5:17,Absolute worst food delivery app . Terrible service.,1,Caleb G,Grubhub,Google Play,Others,Others,Others
12/25/20 3:10,"Would give it zero if I could. I ordered food, it got delayed twice. After waiting for over over an hour, got a text that it was canceled. Do not order if you hungry.",1,mark sedgwick,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/25/21 12:12,Advertises by notifications that alert you,1,Kevin Matthews,Grubhub,Google Play,Others,Others,Others
4/16/22 1:16,"The app increases the price of items from restaurants by several dollars each and pockets the difference. They pay their drivers almost nothing, and straight lied to me about a ""free meal"" once a month from getting the paid membership. 10 dollars for pickup only not only can't pay for one single meal with the increased cost of food lately, but it defeats the entire purpose of the app??? pickup only AND paying 3-5 dollars extra a menu item is NOT a free meal for a delivery app. Evil company",1,Artavios,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
12/29/21 0:33,This app sucks and very glitchy i try to put my paymenr info and on the app it self it didnt work bit charged me on pay pal. Not worth the headach dont down load,1,K O,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
5/10/20 20:24,Nit reliable they messed up my order,1,Daril Caldwell,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
2/16/22 4:18,Worst experience ever. They had me wait over 1 hour for my family order and then cancelled. I saw it change to 3 different drivers and Grubhub informed me the 2nd driver picked up the order and never delivered. The 3rd driver cancelled the order. I will never use this service again. They left my family hungry and lost a customer for life. I suggest to avoid this app at all costs.,1,Hector Suarez,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/1/21 17:16,Grub hub is the worst. They will cancel your order a full hour after you order it.,1,Black Cat,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
11/22/20 0:23,The new layout leaves a lot to be desired. No way to limit distance for pick up orders and can't skip to sections on menu,1,Nicholas Ciervo,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
2/15/22 22:18,It has way too many bugs to be a functional app. I'm amazed some people are even able to order what they want.,1,Sunhee C. Choi,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
8/12/23 6:48,This is a terrible app I get tipping is part of the reason but they tell the drivers if there getting a tip or not pretty much guilt tripping you into it and if you forget to tip they don't help you change that plus if you don't tip (your order will never get fulfilled) it's kinda scummy especially if your low on funds,1,rob war,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
11/28/20 4:37,Worst food ordering platform. All kinds of app issues and the first-order promo code didn't work.,1,Diab D.,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
10/9/22 20:34,that keeps telling me that there are no open restaurants in my area but they're definitely is open restaurants during the day.,1,James Wadsworth,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
11/1/21 1:17,GrubHub+ free delivery is added as a promo so no actual promo can be used. Nothing wrong on website.,1,Haoyin Xu,Grubhub,Google Play,Others,Others,Others
8/11/22 0:41,It keeps saying this restaurant doesn't accept this payment method,1,Hao Zhang,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
11/1/20 21:57,You're Better off ordering from place and picking up yourself. I was missing food and restaurant cant refund you the app has to! DO NOT USE!!,1,Valerie Rubin,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
4/30/22 0:53,way to expensive compared to other companies,1,Douglas Butler,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
8/10/21 5:56,"After using for quite a while, terrible experience. Many times restaurants were closed, many times menu out of sync. Using this app meaning waste of time and money. There are better and accurate apps available. I will start using it.",1,Devarshi Vyas,Grubhub,Google Play,Others,Payment / App Bugs,Others
5/11/20 21:21,"Keeps sending http 422 error. Cant even order food. Double checked and triple checked to see if I have mistyped any information, nope all good. Just won't lemme click the order button whenever I'm at checkout. I cant get food today and I even subscribed and payed 10 bucks just so I can have free delivery for awhile. After paying for the subscription and not being able to order my own food I'm just a little upset which should be completely understandable",1,Nate Authement,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
5/15/21 0:28,"Ridiculously expensive, I hate it, but I do it anyway. Easily double the pickup cost.",1,Donnie Stevens,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
5/2/20 2:58,It won't let me check out and I been having trouble with this dang app,1,Marissa Cooper,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
10/5/23 16:12,"5 years later, the one star review is still 100% valid. This company cannot deliver anything in under 1.5 hours. They will also lie to you and say its only going to take 20-30 min, of course. Once they have your payment, watch that ETA creep up, up, up, up......",1,Joshua Grogan,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
4/24/21 0:20,"They won't process a refund after they mess up the second time in a week, it does not do you any good to give him a second chance.",1,Jon Vanderheiden,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
6/2/21 5:18,I installed. Told it my address it loaded for a while and failed. I uninstalled the app. Useless software.,1,Magus Zeal,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
3/25/21 2:52,"The one time I wanted to use it, I had to wait about an hour which is fine. Then it said my order was delivered....never was. Even drove to my neighbors house with nearly the same address as mine as our mail gets mixed up too. Nothing was left outside and it was already 8:30pm so I didn't bother knocking--just went home. I didn't get my meal period. Never using this app again. At least I got my refund.",1,Ericka C. Vega,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
10/29/22 18:25,"If by any chance you do get your food, its most likely cold, no customer service help if you need assistance , no refund when the driver purposely doesn't make it because they need a free meal and NOBODY SPEAKS ENGLISH and gives wrong order",1,Etai Eluz,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
6/28/20 2:28,"Wow, this app went downhill fast in the last 4 years. Mistimed alerts, bad communication, UI slipping, and dispassionate customer service. I'd gladly pay other companies more to do it better.",1,Evan Pacholski,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
6/14/23 2:47,Too many issues with drivers not delivering or delivering the wrong order. I've had to ask for 5 refunds in the last month alone. I'm done with GrubHub.,1,Paul S,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
1/1/24 9:02,"The customer service is horrible. After getting more then a few bad orders, missing items or not even getting what was ordered. My last straw was tonight. I had an order including tip and fees of just over 80.00. it never shows. I contacted customer service and they said they couldn't help me and that all they could offer was 5.00 after I complained some more the manager gave me 3 25.00 gift codes still not all of what I paid and I couldn't use it all on one order. Needles to say dont use.",1,Benjamin Schran,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
